"time","S","V1","V2","E","Ev","I1","I2","I3","I4","Ia","Rc","Rcp","Ra","BH","BL","CDc","CInc","CRD","CRInc","temperature","rainfall","n","beta_e","beta_e0","lam_e","lam_h","u","P","rho1.rho1","rho2.rho2","HYG","SAN","CWA","e_inc","h_inc","I","R"
1063,16367723.409824,0,0,2064.06058644858,0,68.994192317784,177.87946577929,645.975221117263,222.776747944789,802.596186876215,743311.850107032,88739.1998453802,488714.780360666,96584810241.566,22951673752.9,7528.47746245065,3526194.27478487,2634.96711185772,218502.795815296,20.8220640475288,180604.382703849,0.0879027234199162,5.40984372584418e-05,0.00019,5.40748769388237e-05,4.3999993492027e-06,93344428400.3677,17692471.5225375,0,0,1,1,1,885.082629154935,72.0179723511553,1918.22181403534,1320765.83031308
1064,16369609.152138,0,0,1989.69987795632,0,66.6524466545293,171.852354867168,624.099315845521,215.37233659793,774.230595681117,743356.050838529,88888.0659076962,486773.926834817,93368903781.5605,22422749126.1077,7530.89735337541,3527133.38087764,2635.81407368139,218573.109415566,20.8251792072139,176825.470606494,0.0885484537566447,5.18996358292519e-05,0.00019,5.18765001736363e-05,4.39999932678729e-06,90177635592.9292,17692469.1026466,0,0,1,1,1,849.198032023244,72.026269249178,1852.20704964627,1319018.04358104
1065,16371519.6282171,0,0,1916.65750176699,0,64.3481241408785,165.921288469947,602.571704312996,208.081784377329,746.350771221476,743390.51443505,89036.8332253869,484815.858545644,90202597356.958,21893576169.628,7533.23440256138,3528036.9506415,2636.63204089648,218641.017478287,20.8286491825963,173118.855348873,0.089267732573353,4.97429011087972e-05,0.00019,4.97201911637528e-05,4.39999930315607e-06,87061413286.5631,17692466.7655974,0,0,1,1,1,813.995085556083,72.0346749557609,1787.27367252263,1317243.20620608
1066,16373454.0558263,0,0,1844.95581213784,0,62.0819269629997,160.088073729395,581.39894555441,200.907309559086,718.965233436648,743415.397607571,89185.4990843476,482841.160224595,87086854483.1392,21364776476.1799,7535.48995577241,3528905.67125423,2637.42148452034,218706.55903964,20.832472916688,169485.666001901,0.0900603407707442,4.76288900593653e-05,0.00019,4.76066073046837e-05,4.39999927822479e-06,83996711045.7829,17692464.5100442,0,0,1,1,1,779.484597457004,72.0431860276826,1723.44148924254,1315442.05691651
1067,16375411.6453167,0,0,1774.6167859789,0,59.8545466491068,154.354490437536,560.587499427633,193.851098053098,692.082363475328,743430.859930112,89334.0608181145,480850.421767438,84022624574.1644,20836958541.8838,7537.66538362241,3529740.24060022,2638.18288426784,218769.773857379,20.8366492447424,165927.009270247,0.0909260369126848,4.55582466292013e-05,0.00019,4.55363929633355e-05,4.3999992519023e-06,80984464033.2896,17692462.3346164,0,0,1,1,1,745.67717961752,72.0517989889856,1660.7299980427,1313615.34251566
1068,16377391.599851,0,0,1705.66201573307,0,57.6666638500356,148.722290472229,540.143724565422,186.915302714498,665.710400999585,743437.063795096,89482.515808649,478844.2380657,81010842643.5429,20310715866.2299,7539.7620811918,3530541.36707294,2638.91672841712,218830.7023997,20.8411768946097,162443.969155227,0.0918645572997431,4.35316015563531e-05,0.00019,4.35101792787902e-05,4.39999922408989e-06,78025592713.2841,17692460.2379188,0,0,1,1,1,712.58324462847,72.0605103319608,1599.15838260177,1311763.81766944
1069,16379393.1156328,0,0,1638.1127023295,0,55.5189481218061,143.193197237831,520.07387634562,180.102042661041,639.857441515434,743434.174367824,89630.8614871082,476823.208836361,78052429007.5942,19786625305.6265,7541.78146763606,3531309.76937379,2639.62351367262,218889.385833895,20.8460544871237,159037.6066246,0.0928756160495183,4.15495721765421e-05,0.00019,4.15285839669179e-05,4.39999919468065e-06,75121002557.463,17692458.2185323,0,0,1,1,1,680.213002329716,72.0693165181423,1538.74550588173,1309888.24469129
1070,16381415.3821374,0,0,1571.98964821224,0,53.4120577102397,137.768905111133,500.384104880436,173.413402596641,614.531433730831,743422.359540054,89779.0953346025,474787.938449857,75148288991.491,19265245687.4077,7543.72498578669,3532046.1763077,2640.30374502534,218945.866014772,20.8512805365227,155708.959289391,0.0939589051837196,3.96127622351177e-05,0.00019,3.95922111288555e-05,4.39999916355872e-06,72271583753.7902,17692456.2750142,0,0,1,1,1,648.576456399067,72.0782139793127,1479.50990402928,1307989.39332451
1071,16383457.5823454,0,0,1507.31325044568,0,51.3466393376974,132.451078892736,481.080453025458,166.851432141262,589.740176941869,743401.789882709,89927.2148829383,472739.035756416,72299312638.0761,18747116699.8042,7545.59410174444,3532751.32657518,2640.95793561055,219000.185472854,20.8568534509012,152459.041087823,0.0951140947219841,3.77217617031499e-05,0.00019,3.77016510633822e-05,4.39999913059851e-06,69478210918.1339,17692454.4058982,0,0,1,1,1,617.683400981309,72.0871991185172,1421.46978033902,1306068.04052206
1072,16385518.8929785,0,0,1444.10349389853,0,49.3233279919981,127.241353264009,462.168854408915,160.418145167378,565.491318447776,743372.638597713,90075.2177153466,470677.113910774,69506374419.5412,18232758078.5082,7547.39030446502,3533425.96856113,2641.58660656275,219052.387402369,20.8627715326956,149288.841976464,0.0963408327823866,3.58771465977202e-05,0.00019,3.58574800832363e-05,4.39999909566381e-06,66741742808.8496,17692452.6096955,0,0,1,1,1,587.543417358469,72.0962683110877,1364.64299928008,1304124.97022383
1073,16387598.4847381,0,0,1382.37994450801,0,47.3427467175738,122.141332249792,443.655131481749,154.115519143179,541.792350995326,743335.081468972,90223.1014671975,468602.790195307,66770332952.0494,17722669083.9629,7549.11510533728,3534070.86012029,2642.19028686804,219102.515649007,20.8690329792009,146199.327628673,0.0976387456886313,3.40794788064584e-05,0.00019,3.40602603353726e-05,4.39999905860692e-06,64063022044.3844,17692450.8848947,0,0,1,1,1,558.165870661737,72.1054179056757,1309.04708058762,1302160.97313148
1074,16389695.5225454,0,0,1322.16174262588,0,45.4055064089173,117.152588686976,425.544993589002,147.945494482714,518.6506102533,743289.296812506,90370.8638266989,466516.685841617,64092030713.3792,17217328249.2227,7550.77003775404,3534686.76835944,2642.76951321391,219150.614697472,20.8756358831198,143191.43914045,0.0990074380838725,3.23293059163882e-05,0.00019,3.2310539625151e-05,4.39999901926764e-06,61442874823.9785,17692449.2299622,0,0,1,1,1,529.559906625362,72.1146442252948,1254.69919342091,1300176.84648082
1075,16391809.1657844,0,0,1263.46759644708,0,43.5122056063717,112.276663699089,407.844035062992,141.909973903123,496.073272317558,743235.465425734,90518.5025355811,464419.425850601,61472293763.6616,16717193386.6445,7552.35665667558,3535274.46941637,2643.32482983645,219196.729658823,20.8825782331437,140266.092743765,0.100446493051149,3.06271610471258e-05,0.00019,3.06088512444356e-05,4.39999897747222e-06,58882110651.5327,17692447.6433433,0,0,1,1,1,501.734448382669,72.1239435683709,1201.61615058914,1298173.39381192
1076,16393938.5685467,0,0,1206.31577552183,0,41.6634302943062,107.515066177008,390.557733338681,136.010821789134,474.067351247086,743173.770535935,90666.015389766,462311.63881107,58911931469.2779,16222701850.0449,7553.87653818583,3535834.74823565,2643.85678836504,219240.906257596,20.8898579145657,137424.17952747,0.101955472240376,2.89735626884882e-05,0.00019,2.89557138035914e-05,4.39999893303231e-06,56381522062.6975,17692446.1234618,0,0,1,1,1,474.698193304496,72.1333122098025,1149.81440284621,1296151.42473677
1077,16396082.8798785,0,0,1150.72410435152,0,39.8597537017116,102.869272265879,373.69144709157,130.249863564934,452.639696631239,743104.397747892,90813.4002400204,460193.956716917,56411736229.9778,15734271043.2076,7555.33127904152,3536368.39834133,2644.36594766453,219283.190818724,20.8974727099242,134666.565165861,0.103533916001877,2.73690145425537e-05,0.00019,2.73516310673408e-05,4.3999988857438e-06,53941884355.2348,17692444.6687209,0,0,1,1,1,448.459609879979,72.1427464020284,1099.31003325533,1294111.75470483
1078,16398241.2440299,0,0,1096.70995606888,0,38.1017361052445,98.3407248583208,357.250414398391,124.628885073551,431.796991188389,743027.534990715,90960.6549925936,458067.014782912,53972483209.2621,15252299156.3023,7556.72249621413,3536876.22160645,2644.85287367494,219323.630254253,20.9054202996788,131994.089654986,0.105181343526389,2.58140053702314e-05,0.00019,2.57970917944288e-05,4.39999883538569e-06,51563955322.6867,17692443.2775038,0,0,1,1,1,423.026934639426,72.152242376105,1050.1187516239,1292055.20476622
1079,16400412.8007055,0,0,1044.29024620199,0,36.3899246347413,93.930833093978,341.23975092079,119.149631963816,411.545748396066,742943.372463879,91107.7776098398,455931.451259136,51594930068.07,14777166111.4554,7558.05182642502,3537359.02801955,2645.31813924875,219362.272049855,20.9136982629167,129407.567056773,0.106897252991531,2.43090088423784e-05,0.00019,2.42925695810222e-05,4.39999878171895e-06,49248474991.383,17692441.9481736,0,0,1,1,1,398.408169118625,72.1617963427921,1002.25588900939,1289982.60133285
1080,16402596.6853181,0,0,993.481426521675,0,34.7248530812127,89.6409718654328,325.664448112118,113.813809084973,391.892310152506,742852.10258246,91254.7661108236,453787.907244108,49279816701.7973,14309234704.0302,7559.32092567348,3537817.63544819,2645.76232398571,219399.164251132,20.9223040780901,126907.785251064,0.108681121714656,2.28544833955169e-05,0.00019,2.28385227077652e-05,4.39999872448542e-06,46996165360.8009,17692440.6790743,0,0,1,1,1,374.611076863951,72.1714044936485,955.736392296242,1287894.77593739
1081,16404792.0292433,0,0,944.299478970909,0,33.1070417073198,85.4724813305002,310.529371447349,108.62307988898,372.842844469354,742753.919921604,91401.6185719092,451637.026496635,47027864980.6618,13848851927.5149,7560.53146875817,3538252.86939939,2646.18601406536,219434.355449739,20.9312351237843,124495.505695612,0.110532406312071,2.14508720921882e-05,0.00019,2.14353939903913e-05,4.39999866340682e-06,44807730147.2792,17692439.4685312,0,0,1,1,1,351.64318047726,72.1810630021372,910.574818843503,1285792.56499015
1082,16406997.9600763,0,0,896.759909675042,0,31.5369970603197,81.4266664308658,295.839258676016,103.579065840504,354.403343195079,742649.021160215,91548.3331273334,449479.45524643,44839778493.4143,13396350466.7564,7561.68514879171,3538665.56277728,2646.58980207709,219467.894769298,20.9404886795163,122171.463194137,0.112450542864553,2.0098602485992e-05,0.00019,2.0083610633783e-05,4.39999859818391e-06,42683854531.07,17692438.3148512,0,0,1,1,1,329.511758699445,72.1907680247422,866.785331202785,1283676.80953398
1083,16409213.6018912,0,0,850.877743030693,0,30.0152117874588,77.5047964170144,281.598718097967,98.683345834566,336.579619768563,742537.605023897,91694.9079697618,447315.842003528,42716242294.3813,12952050343.0721,7562.78367670866,3539056.55563774,2646.97428684803,219499.831851124,20.9500619265633,119936.3656725,0.114434947089128,1.87980864913506e-05,0.00019,1.87835840893433e-05,4.39999852849599e-06,40625204906.7003,17692437.2163233,0,0,1,1,1,308.223843531119,72.2005157020975,824.38169190557,1281548.35499719
1084,16411438.0755005,0,0,806.667515870981,0,28.5421644537779,73.7081043793632,267.81222686164,93.9374556217771,319.377307002136,742419.872227145,91841.3413508274,445146.837366542,40657922653.8076,12516260697.6157,7563.82878076707,3539426.6949402,2647.34007326847,219530.216839763,20.9599519488216,117790.893963057,0.116485014517045,1.75497202580341e-05,0.00019,1.75357099155371e-05,4.39999845400068e-06,38632428636.5931,17692436.1712192,0,0,1,1,1,287.786217388778,72.2103021601302,783.377258318695,1279408.05094451
1085,16413670.4987184,0,0,764.143271704271,0,27.1183193622838,70.0377867854789,254.484129284407,89.3428872410595,302.801854893159,742296.025414796,91987.631581653,442973.093829792,38665466811.4519,12089281703.0543,7564.82220604343,3539776.83429671,2647.68777211519,219559.100368342,20.9701557336946,115735.701597275,0.118600120677906,1.63538840504904e-05,0.00019,1.63403676414574e-05,4.39999837433439e-06,36706153807.8892,17692435.1777939,0,0,1,1,1,268.205410294802,72.2201235112215,743.784977566388,1277256.75082624
1086,16415909.9866241,0,0,723.318555023409,0,25.7441263764263,66.4950030232311,241.618635194471,84.901088459708,286.858528463111,742166.269102754,92133.7770333552,440795.265589344,36739502733.3736,11671406595.5252,7565.76571392131,3540107.83371805,2648.01799987245,219586.533543733,20.9806701730106,113771.414606656,0.120779621289886,1.52109421320124e-05,0.00019,1.51979206332677e-05,4.39999828911352e-06,34846988992.3864,17692434.2342861,0,0,1,1,1,249.487697099579,72.2299758553875,705.617381516948,1275095.31172545
1087,16418155.6518274,0,0,684.206405681963,0,24.4200207448133,63.0808749497041,229.219818293659,80.613462220616,271.552405623028,742030.809618002,92279.7761375314,438614.008347983,34880638871.831,11262923785.1567,7566.66108157376,3540420.55935723,2648.33137855081,219612.567931532,20.9914920639695,111898.631332048,0.123022852455985,1.41212426537808e-05,0.00019,1.41087159633473e-05,4.39999819793676e-06,33055523009.5047,17692433.3389184,0,0,1,1,1,231.639094733657,72.2398552814857,668.886581831821,1272924.59410352
1088,16420406.6047363,0,0,646.819353334989,0,23.1464229280847,59.7964864456738,217.29161454042,76.4813660964539,256.888375064159,741889.855037903,92425.6273867294,436429.979119167,33089463928.1976,10864119096.0072,7567.51010143943,3540715.88325019,2648.62853550379,219637.255540864,21.0026181101184,110117.922241378,0.125329130866257,1.30851175488127e-05,0.00019,1.30730842820871e-05,4.39999810038882e-06,31332324692.1723,17692432.4898985,0,0,1,1,1,214.665359489857,72.2497578684519,633.604265074792,1270745.4615438
1089,16422661.9538258,0,0,611.169411941735,0,21.9237384278722,56.6428829754544,205.837820552322,72.5061117505762,242.871134172823,741743.615128801,92571.3293348977,434243.83602998,31366546618.7995,10475278078.4675,7568.31458069255,3540994.68305377,2648.91010324239,219660.648809004,21.014044922356,108429.829755884,0.127697754005958,1.21028824308521e-05,0.00019,1.20913396922234e-05,4.39999799604607e-06,29677942655.5332,17692431.6854193,0,0,1,1,1,198.571984334261,72.2596796865756,599.781687879048,1268558.78049368
1090,16424920.8059079,0,0,577.268074329139,0,20.7523576177729,53.621071151938,194.862092027398,68.6889644044297,229.505186968672,741592.301283935,92716.8805978194,432056.238123112,29712435443.5728,10096688386.4446,7569.07634070692,3541257.84178111,2649.17671924741,219682.800585823,21.0257690199645,106834.868084891,0.130128000369536,1.1174836498231e-05,0.00019,1.11637796257215e-05,4.39999788448467e-06,28092905068.378,17692430.9236593,0,0,1,1,1,183.364196247083,72.2696167988231,567.429672170211,1266365.42000487
1091,16427182.2664041,0,0,545.126306816912,0,19.6326555762853,50.73201830669,184.367942183853,65.0311423112638,216.794842066041,741436.126460674,92862.2798535261,429867.845157908,28127658457.4544,9728642212.91605,7569.79721651381,3541506.24753426,2649.42902577983,219703.764118065,21.0377868316703,105333.523069174,0.132619129680404,1.03012624427309e-05,0.00019,1.02906847233554e-05,4.39999776529173e-06,26577719427.2306,17692430.2027835,0,0,1,1,1,169.046953596659,72.279565262218,536.558600444134,1264166.25147211
1092,16429445.4396185,0,0,514.754543908463,0,18.5649919216912,47.9766520650561,174.358740217968,61.5338162359974,204.744210658875,741275.305117075,93007.5258426946,427679.317410499,26612723044.4441,9371438778.5477,7570.47905625405,3541740.79323434,2649.66766968891,219723.593033443,21.0500946967314,103926.252032969,0.135170383116443,9.48242636347143e-06,0.00019,9.47231871731256e-06,4.39999763808051e-06,25132872333.066,17692429.5209437,0,0,1,1,1,155.624943552763,72.2895211292939,507.178411099587,1261962.14837027
1093,16431709.4290126,0,0,486.162683056921,0,17.549710648928,45.355859926392,164.837709780586,58.198108941223,193.357204531101,741110.05314778,93152.6173690243,425491.315473058,25168115694.3304,9025386855.54128,7571.12372062413,3541962.37634901,2649.89330221844,219742.341324573,21.062688866053,102613.483644667,0.137780983541141,8.71857768585475e-06,0.00019,8.70892831740463e-06,4.3999975025104e-06,23758829270.7203,17692428.8762794,0,0,1,1,1,143.102579549693,72.2994804496321,479.298593828231,1259753.98598986
1094,16433973.337482,0,0,459.360079522396,0,16.5871399685938,42.8704888497675,155.80792747347,55.0250946795197,182.637534096235,740940.587819256,93297.5532995953,423304.500052199,23794301782.1594,8690807300.99893,7571.73308231669,3542171.89861752,2650.10657881083,219760.06333274,21.0755655033291,101395.617786235,0.140450135740322,8.00994908558744e-06,0.00019,8.00074310181089e-06,4.39999735831269e-06,22456034391.1828,17692428.2669177,0,0,1,1,1,131.483998815203,72.3094392715021,452.928185067587,1257542.64117105
1095,16436236.2676335,0,0,434.355541346208,0,15.6775921483633,40.5213448458487,147.272321368041,52.0157986925586,172.588706472709,740767.127704394,93442.3325652087,421119.531766567,22491725350.6598,8368035573.62832,7572.30902545512,3542370.26577331,2650.30815890928,219776.813731489,21.0887206862111,100273.025431411,0.143177026664366,7.35675641780597e-06,0.00019,7.34797541377089e-06,4.3999972053232e-06,21224910297.1451,17692427.6909745,0,0,1,1,1,120.7730599895,72.3193936436192,428.07576352752,1255328.99203617
1096,16438497.3220638,0,0,411.157324480817,0,14.8213633572896,38.3091925761544,139.233669550833,49.1711967179175,163.214023605115,740589.89261646,93586.9541607064,418937.070943661,21260808896.0361,8057424204.75414,7572.85344502272,3542558.38726426,2650.49870575795,219792.647510066,21.102150407503,99246.0485327028,0.145960825675883,6.75919865132446e-06,0.00019,6.75082026625411e-06,4.39999704352262e-06,20065857832.4457,17692427.146555,0,0,1,1,1,110.973340868553,72.3293396170354,404.749445807309,1253113.91772083
1097,16440755.6036398,0,0,389.773128131266,0,14.0187335137351,36.2347549615627,131.694598702436,46.4922145051412,154.516580446565,740409.103542436,93731.4171452723,416757.777415943,20101953157.8069,7759345183.81996,7573.36824628629,3542737.1759708,2650.67888620019,219807.619956691,21.1158505763816,98314.9999172206,0.148800684802726,6.21745780802717e-06,0.00019,6.209455257412e-06,4.39999687308503e-06,18979255876.411,17692426.6317537,0,0,1,1,1,102.088136318847,72.3392732471703,382.95688212944,1250898.29810365
1098,16443010.2157784,0,0,370.210090385413,0,13.2699661380289,34.2987128028505,124.657582719954,43.9797273434257,146.499263223857,740224.982575738,93875.7206427134,414582.310316317,19015536913.7433,7474192204.02108,7573.85534421438,3542907.54792204,2650.84937047502,219821.786641682,21.1298170196427,97480.1631913926,0.151695738996295,5.73169890742312e-06,0.00019,5.72404050054209e-06,4.39999669443488e-06,17965461144.5702,17692426.1446558,0,0,1,1,1,94.1204564259427,72.3491905959838,362.705252228116,1248683.01353477
1099,16445260.2627283,0,0,352.474784236338,0,12.5753082114122,32.501704417211,118.124941397263,41.6345596044132,139.164747815264,740037.752848355,94019.8638417219,412411.327873065,18001916781.4489,7202382700.06932,7574.31666289038,3543070.42201021,2651.01083201163,219835.203400419,21.1440454829724,96741.7926545728,0.154645106395039,5.30206991637897e-06,0.00019,5.29471857336673e-06,4.3999965083111e-06,17024807997.8479,17692425.6833371,0,0,1,1,1,87.0730249569172,72.3590877342717,344.001261445563,1246468.94456314
1100,16447504.8498509,0,0,336.573214130616,0,11.9349900434,30.8443252961499,112.098839182543,39.4574843050144,132.515498280539,739847.638462413,94163.8459961167,410245.487204387,17061427028.7524,6944359595.77435,7574.7541349208,3543226.71970372,2651.16394722227,219847.92631618,21.158531632243,96100.1132215791,0.157647888593075,4.92870170404728e-06,0.00019,4.92161449258493e-06,4.39999631583629e-06,16157608263.0989,17692425.2458651,0,0,1,1,1,80.9482782358872,72.3689607440436,326.851137107646,1244256.97166292
1101,16449743.0839017,0,0,322.510813209522,0,11.3492251503699,29.3271277918848,106.581284038867,37.4492226969221,126.553765593924,739654.86442121,94307.6664250657,408085.444112717,16194379395.8537,6700592660.26242,7575.16970083889,3543377.36475941,2651.30939529361,219860.011702835,21.1732710548329,95555.3203541832,0.16070317091386,4.61170800200246e-06,0.00019,4.60483572076669e-06,4.39999611858622e-06,15364151068.7761,17692424.8302991,0,0,1,1,1,75.7483645501852,72.3788057209078,311.260625271968,1242047.97495899
1102,16451974.07331,0,0,310.292441443533,0,10.818210148963,27.9506208413512,101.574126440717,35.6104438915595,121.281586643096,739459.656559767,94451.3245132867,405931.852879051,15401062933.0794,6471579348.08577,7575.56530850426,3543523.2829345,2651.44785797648,219871.516087423,21.1882592609714,95107.5800015699,0.163810022688798,4.35118536959696e-06,0.00019,4.34447221353434e-06,4.39999591865283e-06,14644702700.5588,17692424.4346915,0,0,1,1,1,71.4751442192825,72.3886187763461,297.234987965686,1239842.83395211
1103,16454196.9284578,0,0,299.922384888732,0,10.3421246687021,26.7152697390027,97.0790585469014,33.9417645315315,116.700783568745,739262.241474944,94594.8197112297,403785.366057584,14681743859.1235,6257844973.1076,7575.94291249898,3543665.40169899,2651.58001937464,219882.496192629,21.2034916851056,94757.0285497881,0.166967497540743,4.14721316454833e-06,0.00019,4.14059651531348e-06,4.39999571869103e-06,13999506482.8814,17692424.0570875,0,0,1,1,1,68.130190464254,72.3983960397133,284.779001054883,1237642.42724376
1104,16456410.7619558,0,0,291.404356309111,0,9.92113128900821,25.6214959715873,93.0976135975354,32.4437485220781,112.812963528945,739062.846455198,94738.1515352374,401646.634271045,14036665445.7145,6059942040.58149,7576.304473521,3543804.64994937,2651.70656573234,219893.008919186,21.2189636872917,94503.7727802057,0.170174633672269,3.99985351876613e-06,0.00019,3.99326391133327e-06,4.39999552193652e-06,13428782693.3474,17692423.6955265,0,0,1,1,1,65.7147912057944,72.4081336597534,273.896952909154,1235447.63226148
1105,16458614.6889158,0,0,284.741497400869,0,9.55537550638946,24.6696771296024,89.6311655882768,31.1169068382588,109.619518976575,738861.699410092,94881.3195676861,399516.306007178,13466047935.6245,5878448525.81429,7576.65195777579,3543941.95772473,2651.82818522152,219903.111328212,21.2346705546077,94347.8898369836,0.173430454158641,3.90915131942601e-06,0.00019,3.90251264150892e-06,4.39999533218087e-06,12932728517.814,17692423.3480422,0,0,1,1,1,64.2299518852183,72.4178278053931,264.592644039102,1233259.32498496
1106,16460807.8272192,0,0,279.936382810251,0,9.24498573777841,23.8601469106834,86.6809292770463,29.9616974251943,107.121628532983,738659.028799652,95024.323457106,397395.027416939,12970088501.6232,5713964836.57412,7576.98733636741,3544078.25592606,2651.94556772859,219912.860623549,21.2506075025899,94289.4272035763,0.1767339672454,3.87513419529654e-06,0.00019,3.8683641778245e-06,4.39999515368969e-06,12511518054.213,17692423.0126636,0,0,1,1,1,63.676399336868,72.4274746655819,256.869387883685,1231078.3796737
1107,16462989.2977793,0,0,276.991026045683,0,8.99007336556027,23.1931952291232,84.2479605746775,28.9785252090372,105.320258522398,738455.063563729,95167.1629182808,395283.442115002,12548961254.1155,5567109505.91141,7577.31258469049,3544214.47604007,2652.05940464166,219922.314134109,21.2667696766895,94328.4026882683,0.180084166650458,3.89781250832319e-06,0.00019,3.89082356090483e-06,4.39999499105384e-06,12165302372.5925,17692422.6874153,0,0,1,1,1,64.0545866427239,72.437070448002,250.730012900796,1228905.66859701
1108,16465158.2247978,0,0,275.906887223135,0,8.79073282844757,22.6690684422523,82.3331573584657,28.1677422346598,104.216165193884,738250.033051525,95309.8377323267,393182.190983256,12202817304.434,5438512808.84419,7577.62968182444,3544351.54986819,2652.17038863855,219931.529296295,21.2831521537516,94464.8044187494,0.183480031870621,3.97717935047219e-06,0.00019,3.96987978178251e-06,4.39999484897072e-06,11894209637.0003,17692422.3703182,0,0,1,1,1,65.3646987404747,72.446611376598,246.17686605771,1226742.06176711
1109,16467313.7360138,0,0,276.684882363129,0,8.64704175972345,22.2879696977897,80.9372607237194,27.5296479414553,103.809897597159,738044.166951459,95452.3477467519,391091.911977951,11931784888.7033,5328808414.6594,7577.94060993183,3544490.40926139,2652.27921347613,219940.563636542,21.2997499435151,94698.5908457311,0.186920528492449,4.11321054583459e-06,0.00019,4.10550618518636e-06,4.3999947319644e-06,11698345291.2935,17692422.0593901,0,0,1,1,1,67.606658396609,72.4560936880657,243.211817719847,1224588.42667616
1110,16469454.9629467,0,0,279.325393679901,0,8.55906117033296,22.0500593960689,80.0608566515942,27.0644895803499,104.1018009955,737837.695221568,95594.692875495,389013.239941059,11735969553.5047,5238622839.52219,7578.24735366241,3544631.98586096,2652.38657378184,219949.474754008,21.3165579901324,95029.6907556031,0.190404608507339,4.30586465799048e-06,0.00019,4.29766085903284e-06,4.39999464406702e-06,11577792305.5134,17692421.7526463,0,0,1,1,1,70.7801319638603,72.4655136276687,241.836267793846,1222445.62803812
1111,16471581.0411318,0,0,283.828279993559,0,8.52683566887658,21.9554557473195,79.7043780219252,26.7724627627207,105.092020597658,737630.848020618,95736.8730989437,386946.806416283,11615454399.0756,5168562497.81739,7578.55189956436,3544777.21084462,2652.49316484752,219958.320303494,21.3335711737096,95458.0032921253,0.193931210630767,4.55508300263103e-06,0.00019,4.54628696511183e-06,4.39999458849707e-06,11532611472.1638,17692421.4481004,0,0,1,1,1,74.8845341820806,72.4748674449707,242.0511527985,1220314.52753584
1112,16473691.1103511,0,0,290.192886148805,0,8.55039370425192,22.0042353881738,79.8681068419152,26.6537121157702,106.780505286497,737423.85564008,95878.8884639337,384893.239469839,11570300368.6419,5119198298.03074,7578.85623550369,3544927.01467661,2652.59968242628,219967.157978581,21.3507843118664,95983.3979871501,0.197499260625566,4.86078966543425e-06,0.00019,4.85131296092217e-06,4.39999456737827e-06,11562841733.2287,17692421.1437645,0,0,1,1,1,79.9190311978748,72.4841513902127,243.856953336608,1218195.98357385
1113,16475784.3148621,0,0,298.418049996983,0,8.62974780975303,22.1964340039263,80.5521764977275,26.7083319999726,109.167010916801,737216.948437068,96020.7390837283,382853.163515787,11600546564.1431,5091047578.80632,7579.16235009253,3545082.32685961,2652.70682253238,219976.045495031,21.3681921613139,96605.7148003635,0.201107671629142,5.22289152518917e-06,0.00019,5.21265266455417e-06,4.39999458154277e-06,11668500509.4146,17692420.8376499,0,0,1,1,1,85.8825410094856,72.4933617120604,247.253701228181,1216090.85103658
1114,16477859.8036253,0,0,308.502105695509,0,8.76489482181039,22.5320468886596,81.7565737838152,26.9363672249302,112.251102700559,737010.356768258,96162.4251379788,380827.19914521,11706210560.1395,5084553936.39487,7579.47223212559,3545244.07568549,2652.81528124395,219985.040574427,21.3857894194527,97324.7641680359,0.204755344484547,5.64127828216151e-06,0.00019,5.63020512766635e-06,4.39999463045143e-06,11849583995.5071,17692420.5277679,0,0,1,1,1,92.7737307593384,72.5024946572828,252.240985419774,1213999.98105145
1115,16479916.7305366,0,0,320.442882142884,0,8.95581604355002,23.0110293675044,83.481140436229,27.3378136843871,116.032156211145,736804.310924709,96303.9468726653,378815.962958084,11887288680.9026,5100065313.91584,7579.78787002362,3545413.18798173,2652.92575450826,219994.200928016,21.4035707259875,98140.3270607641,0.208441168075294,6.11582249169211e-06,0.00019,6.10385430319355e-06,4.39999471224524e-06,12106067381.6523,17692420.21213,0,0,1,1,1,100.591010651957,72.511546472603,258.817955742815,1211924.22075546
1116,16481954.2546655,0,0,334.237695874994,0,9.20247732406053,23.6332970068113,85.7255739013243,27.9126188234556,120.509356624583,736599.041067401,96445.30460002,376820.067396233,12143756202.4179,5137811053.70517,7580.11125128128,3545590.58885018,2653.03893794844,220003.584240674,21.42153066456,99052.1550501909,0.212164019663815,6.64637960301793e-06,0.00019,6.633468523855e-06,4.39999482391874e-06,12437904961.2997,17692419.8887487,0,0,1,1,1,109.332524759942,72.5205134085936,266.983323680235,1209864.41306365
1117,16483971.540503,0,0,349.883338444661,0,9.50482902968285,24.3987255514547,88.4894271195261,28.6606818546856,125.681695986754,736394.77716316,96586.4986984312,374840.120575476,12475567442.7609,5197878915.38565,7580.44436191601,3545777.20139527,2653.1555266706,220013.248154906,21.4396637643989,100059.970384677,0.215922765233447,7.23278800330294e-06,0.00019,7.21889983861859e-06,4.39999496158622e-06,12845030093.8077,17692419.5556381,0,0,1,1,1,118.996139493531,72.529391725144,276.735359542103,1207821.39643707
